,m3340,m1150,m2236,m839,m851,m1901,m3485,m407,m2117,m3827,m3365,m364,m263,m1804,m2642,m2058,m185,m1426,m2875,m3267,m1570,m3418,m3157,m1270,m1070,m2876,m1394,m973,m1704,m2475,m3681,m1265,m96,m113,m3420,m2679,m1017,m3626,m33,m1916,m3410,m368,m3082,m2811,m3156,m565,m2541,m3689,m15,m3462,m3277,m1726,m3296,m457,m1058,m2581,m3138,m2418,m2602,m776,m2824,m1152,m2118,m1543,m807,m2871,m1225,m3187,m1831,m2211,m18,m3746,m2771,m1369,m2555,m2903,m3929,m3851,m3389,m1332,m2408,m3818,m2019,m202,m2605,m2848,m1731,m1905,m1460,m2740,m1839,m416,m2013,m1203,m1487,m1605,m2395,m2103,m1453,m1090
m1831,0.4862957379842352,0.2899316042092236,0.5527952092521851,0.8224387181357784,0.5081900788356607,,,0.7003770565579743,0.3384479929621115,0.4782970795463791,0.2399322883501334,0.3713989771759225,,0.6223615452420297,0.796591953255916,0.4269649877085164,0.7607241624295299,0.6014394758280626,0.6162089791845523,0.3938445372427231,0.5213126819815328,0.3989501497567442,0.6649550595309712,0.3132592715439081,,0.8911340934903826,0.2907524020130524,0.1765274936958488,0.3039273148745828,0.5984459308232639,0.2970239724631733,0.2944501241561015,0.2577660582764983,0.6733179769244252,0.319937448334633,,0.3993503545482915,0.7443190002073286,,0.4902839442296824,,0.4896422994221746,0.588838683203531,,0.72380734751946,0.6899996030541791,0.6611121632156053,0.8017774447217845,0.7496198407203153,0.2995123464761779,,0.6653655164692676,0.3881544731395898,0.2667919884151192,,0.6356478898769645,0.5297176531670745,0.649913363841461,,,,0.3108612723659031,0.3414639952545371,0.3446092797785952,0.2202966901713302,0.3896618230981394,0.2142046247991521,,,0.5362905301392968,0.6140833713270913,0.3448394388049328,0.7105734205137949,0.4748828263615549,0.7698768413163511,0.6893241637394446,0.2840176247970114,0.463216160328017,0.6343665061921901,0.6138575598180332,0.6993026851455141,,0.1750434554765924,0.8959930371374746,0.6959691668469791,0.2476661201112365,0.7316450724626633,,0.6052946512347541,0.9484431944600912,0.7522736694016678,0.6731751073539788,0.5061746469362902,0.2077774438071313,0.6597243817400186,0.7358535768540884,0.39021861167665,0.696977541821769,0.76309732648171,0.2480880196013997
m2211,,0.8305931704747493,0.9126873573398536,,,,,0.3941865041893077,0.8328815996698418,0.6408921662127189,0.9521101363982238,0.5263795715255951,,,0.4042883976202134,0.3036204983822891,0.5882955220095852,,0.4868408178514156,0.6614538772549744,,0.3927137364096639,0.7482133052491942,0.4274859627154189,,,0.6917981112425804,0.6233741915375345,0.57218321114532,0.274745377516681,0.8712598574585335,0.6113945006628045,,,0.5987366905097586,,0.3941594988260587,,,,,0.6381317231186744,0.3967165676187616,,1.0,0.1942943048934998,0.4370760654729544,0.3380299380833329,0.0157068610824697,0.7769017327117769,,,0.5391713151623664,0.7552308021582022,,0.5249864897377813,0.4260863589393365,0.7313486087948373,,,,0.9167240756678114,0.4675416341106514,,,0.392594339818053,0.7368442117452952,,0.5362905301392968,,,,,,,0.2969136477374642,0.8559991069272052,,,0.3694072141198247,0.1774401173341701,,0.750799318895818,,0.5805863595949217,,,,,,,,0.6930134761045704,0.7989910082009668,0.6680938959074724,,0.5208483471274973,,,0.6261932500431866
m18,0.4061399037295822,0.3614574784185159,0.4518540983385563,0.358062100332229,0.5363622477053652,,,0.5807070106149714,0.4725277816345966,0.4755090769271248,0.4467571610232143,0.4739419347755906,,0.7603752696291622,0.664072570777067,0.6191257738226852,0.4758543432514815,0.8596442788801911,0.3807885986699484,0.5212134943978328,0.5762867107082166,0.414771822034241,0.4245863439896136,0.4802173770502545,,0.7910882563691826,0.4781779296027175,0.254517486338681,0.4987791556839652,0.5033327005944348,0.4882083591890503,0.4405180089706668,,0.4138301982885207,0.3776457113784017,,0.4863193606217691,0.6323756581543447,,0.5681749790660938,,0.6068412605496292,0.5256127274183163,,0.6434376689659265,0.4520535102268567,0.4847696268158839,0.4751555698220189,0.6459250490379366,0.3931291144600602,,0.4032691543142248,0.5626113540985312,0.4703503966418377,,0.5405705430130981,0.2838004093952765,0.5683593521268064,,,,,0.3830810202313072,,,0.5097509351433612,0.4576374246581744,,0.6140833713270913,,,0.2090069002458918,0.4537959711123395,,0.5020337547005715,0.6488164100985145,0.091480353713329,0.4943436790672901,0.665902772871298,0.5983651399480194,0.6638115604471837,,0.4191184277755411,0.8493439981641099,0.5719782813933986,0.317456414290778,0.6928751126312942,,0.2253123991741771,,0.5182995152375838,0.6086795753225434,0.4415769244339028,0.4460102940825675,0.3709928993113505,0.7944142811584409,0.498442256611223,0.916194978053194,0.5915660556201215,0.533674614277645
m3746,,0.8442102741597497,0.5716633578500079,,0.4767190047505735,,,0.1144287079483464,0.46187832166127,0.3157745986355167,0.2613320856714549,0.5373107840457141,0.1625892741970864,,0.2114771954190606,0.3743032514978678,0.2596364268869731,,0.4261654582009904,0.4916647114409738,,0.6063640546953818,0.5660730314460841,0.5737663863089062,,,0.4328986121609077,,0.5725791063575548,0.8483700246442152,0.4756432229323962,0.5168299623718199,,,1.0,,0.4911383321447648,0.4770802742489437,,0.4054614251373898,,0.2348262386413355,0.1870089481709914,,0.0499775810929452,,0.3837746869620549,0.0871789148485107,0.2425234083405222,0.4900439947560863,,0.7226668757467081,0.1925054486641159,0.5252575658523537,0.7075552528914277,0.3187835974419655,,0.3806124117895545,,,0.8170163987309365,,0.3732980778362362,,,0.6247293398241678,0.5944114419492726,,0.3448394388049328,,0.2090069002458918,,,,,,0.5758705999582081,,,0.2020206935671725,0.3309568825077972,,0.598145490069689,,0.2975456011388731,,,,,,,,0.5253353227619688,0.5086884079377737,,,0.2331383261387062,,0.2085846733817556,0.7192478843626839
m2771,,0.3210068723750798,0.3730552912698102,0.8343469435443647,0.7621051201756297,,,0.592824998476047,0.3048626802375793,0.6472818041637091,0.2462705734037844,0.3678481095792886,,0.8217287252207965,0.781551445818374,0.5860452962880813,0.6908321848509257,0.1638722356569079,0.7019942750807263,0.4897803293332886,,0.3655941652703479,0.676671598593958,0.2233711311995577,,0.6955898025199604,0.3222990553228108,,0.276709998889913,0.0189202536069902,0.4558736251094992,0.2954290798827136,,0.6874472999544321,0.6383670349775772,,0.5248106329685158,0.6901712122712941,,0.5257547014310827,,0.3931414465419124,0.6196185963463198,,0.670539600235435,0.43783710711143,0.5908810040232539,0.9156493607360884,0.7899087724328231,0.4889015362187924,,0.7699577800668551,0.2880363057309075,0.2872989158888963,,0.587883446428339,0.5842078225632464,1.0,,,,,0.5235449444189959,,,0.3372405073253522,0.2491674682793558,,0.7105734205137949,,0.4537959711123395,,,,0.8064584470416535,0.6123547185182869,,0.5926993209699581,0.8705065323148805,0.903235555028048,0.6921030967275077,,0.1703978175492382,,0.6635946005320282,,0.825798278337637,,0.4620027065782341,,0.767618889542284,0.8791595247529829,0.5371452301343653,0.1713061040017326,0.5692479820983812,0.7654035489637747,0.35771685606505,0.3026384730028646,0.8289858625113609,0.2007990550962863
m1369,,,,,0.7503581812936093,,,,,,,,,,,,0.0528868530656929,,0.1933935251704153,,,0.258437724296475,,0.7959552849490981,,,,,0.7245039053621748,,,,,,,,,,,0.9702591647478338,,,,,,,,,,,,,,0.2667977587033313,,,,,,,,,,0.4761127507677877,,0.454016404862168,0.7329656139574298,,0.4748828263615549,,,,,,,,,,,,,,0.2865348446413485,,,,,,,,,,,,0.746099923922764,,,,,
m2555,0.636112851714191,0.0034426066448037,0.4851593902031931,0.9332618046537248,0.5832438747747565,,,0.6211022624811573,0.4286998705157612,0.5786070123118945,0.0409384672462906,0.2348110807106685,,0.8483241032852087,0.8217363792323562,0.4292977427933275,0.759903301995607,0.1245610294907178,0.5203215119365397,0.1994164736290754,,0.4066597725876757,0.6599175611527708,0.1933664483290113,,0.7555876095922152,0.252799808221291,,0.2569790440083154,0.4807480760555962,0.2069458749498294,0.2168294553219069,,0.2620902947385661,0.3547730215825473,,0.3970253843278293,,,0.4804265950209389,,0.3770835115161712,0.6169119666669869,,0.7796512208454147,0.7949424026769005,0.5666170517458168,0.831451550456346,0.9349689511783243,0.1175013218353444,,0.8161330631723018,0.4634189924701822,0.2680941484599445,,0.6661755871174657,,0.6630090872869372,,,,,0.319105781641084,,,0.2065739090770113,0.2060189019225734,,0.7698768413163511,,0.5020337547005715,,0.8064584470416535,,,0.8212913613991604,0.4616082857737659,,,0.5453995459680248,0.8941632779498871,,0.0931778876806697,,0.6169647667800581,0.0292428872125156,0.980880745078494,,0.4899970632372419,,0.8748918161716546,0.7690648053493212,0.3508377569713768,0.0827245891466758,0.6929175207172894,0.781724975711517,0.3437888809478958,0.940411056956225,0.90698835329698,0.1649082679985603
m2903,0.7932974716279815,0.167211282735738,0.583943228603616,0.9039702721664952,0.5102293283920484,,,0.5449476083038675,0.233439490214226,0.4456262522100572,0.2633646235763411,0.2371167090073859,,0.5313829074750034,0.8582289699842072,0.3392198279536689,0.7237361056945812,,0.4764887076452008,0.1911443261471082,0.0171539751214029,0.4214987404606724,0.3740207629288367,0.2892733316631011,,0.5747895302325042,0.262770373126567,0.1897156460578622,0.2968097942669773,0.5537951363243184,0.2102826484237677,0.2510314352366374,,0.3405977995780703,0.3981660507213377,,0.3293170454366053,,,0.7157230885484502,,0.4083704047940614,0.4849446895361551,,0.6091148165841671,0.5987524504221573,0.4969011121904065,0.8844032994401594,0.7216196661784972,0.3125542950494643,,0.7695768004632251,0.3134517010040849,0.1951690723144118,,0.3639210540520164,0.8053899726407877,0.3639440681039042,,,,,0.3137710281189816,,,0.2921558307733373,0.2278903853745785,,0.6893241637394446,0.2969136477374642,0.6488164100985145,,0.6123547185182869,,0.8212913613991604,,0.0895209984604001,,0.8833410818845508,0.6144364466511633,0.8780766712157948,,0.1333919433504662,0.712311992729789,0.5140016032356868,0.0502101841695461,0.8528124139692235,,0.5945241433577917,0.9551170378466968,0.7247192526505428,0.7187594631272014,0.5442796502381597,0.2028046136195482,0.7061722310863056,0.9419875555720268,0.3018557309635433,,0.9045982131177466,0.2561842574938109
m3929,0.747926653225512,0.5856992495013212,0.6805789495443535,0.3094131418153497,0.1542113757020883,,,0.5940286328902173,0.6082062523657248,0.5152760811832582,0.7439928136389653,0.4645795599331962,0.4955195961025687,0.1806055052612373,0.3175446016898992,0.376127224884253,0.2942050201396599,,0.5127962360492887,0.6483665857175,,0.5117172284561974,0.428595123496967,0.6052616755914356,,,0.600131187931852,0.5631724724582536,0.5220935195857623,0.3376853636484446,0.5594137898702333,0.5824079629270147,0.9213017995756694,,0.3596177537508936,,0.3480918037558854,,,0.5590577512658645,,0.3835024610092029,0.3410631909325166,,0.3311324727941194,0.379260177798325,0.4062320569462536,0.3342842287867544,0.4123620301056841,0.6838144473023029,,0.6666061713506969,0.6078621356565491,0.4969526263230889,,0.3412920970262467,,0.6797106842932484,,,,0.7679563213996264,0.6333644232600945,,,0.647629331779744,0.7395879208142442,,0.2840176247970114,0.8559991069272052,0.091480353713329,0.5758705999582081,,,0.4616082857737659,0.0895209984604001,,0.4463825450322558,0.0951874548002135,0.3508726366188185,0.2668868479111752,0.7553810182984448,0.7471425433942259,,0.2050535636012654,0.4958231191745248,,,0.2274971725298716,,,0.3632505911348704,0.3838675031206492,0.6764011330626185,0.8346945246205819,0.2019724944984084,0.5057075709640041,,0.1404040840070038,0.4850716417537197
m3851,,0.5269089917447298,0.2569493611060476,,0.3966903181814878,,,0.8198805606132813,0.6193933820889783,0.4627377245633093,0.8675734261042942,0.4965481930416507,,0.5323748943316894,0.4240016152994651,0.6030619410108228,0.4996825658685122,,0.6535794186127941,0.5778453809295416,,0.7652677295705189,0.3820148601471554,0.6124615484722321,,,0.5461532509865856,,0.6337274637756488,,0.3792963965395132,0.4578618711934085,,,0.6795380980994266,,0.5027627072509229,0.8120662829348311,,0.4431259089861237,,0.5357016638810603,0.5130507562650923,,0.8855528905085261,0.6228886673169687,0.6536058346474367,,,0.4743969666297849,,0.1986749446054865,0.1764338480128386,0.6249507980525459,,0.7478273786467337,0.3392763897019907,0.735346695939815,,,,,0.5905063651418353,,,0.3474475752807942,0.420446886985966,,0.463216160328017,,0.4943436790672901,,0.5926993209699581,,,,0.4463825450322558,,,,0.0716839338571327,,0.3076468975463481,0.0200580580525764,0.4854630463852314,0.1376048537022606,,,,,,,0.6039827085662495,,0.2685829507704267,0.1513846893802687,0.567693803504609,,,0.4475256627709464
m3389,,0.2164673343618632,0.0751244170563679,0.8839605477074878,0.4044176937588665,,,0.2417872799714567,0.1750725751869251,0.5733966248373547,0.1250263881125822,0.2082014305256732,,0.5802631386786188,0.8412712607140748,0.2431214522519837,0.7099037161135633,,0.421652578464939,0.1702773110416872,,0.3016244253554886,0.1723814514269969,0.2632123340656201,,,0.2055096268241936,0.5356599342222467,0.2635788344404198,0.5757289936476767,0.3276678835761032,0.4158587159486736,,0.1932584654458669,0.1612052697702148,,0.5477247173825784,,,0.8610112829724966,,0.4444163599778228,0.4276833821260083,,0.5553983737372986,0.1982783960553874,0.5931528940208848,0.8369735373212467,0.7967753230539651,0.6232782796209517,,0.1906625869893009,0.3911685762844635,0.2602532827646661,,0.3436130898103828,,0.7517045358168865,,,,,0.2763997808515335,,,0.2259330764460876,0.3519576977424965,,0.6343665061921901,,0.665902772871298,,0.8705065323148805,,,0.8833410818845508,0.0951874548002135,,,0.7079081751936703,0.8499510579971129,,0.2371474225379726,,0.6870031853514119,,0.8364485204556026,,0.419594883913409,,,0.9335149834850848,0.5181304098633855,0.0807258079069953,0.7353985309746791,0.9452442162771826,0.505951045860851,0.5107585716057073,0.8727104017077446,0.3512416374974675
m1332,0.5814620648667582,0.4705602647270761,0.5380892989108622,0.804303589860828,0.7431075259905142,,,0.6222868511463361,0.3244002398763573,0.3858834698521842,0.2841118887826336,0.3716433088018954,,0.8673065468017946,0.733318565779179,0.3532244984128393,0.6602036485324653,,0.4580694142885889,0.4464906672995184,0.1491625793897339,0.4042279133629566,0.4490528884554288,0.4242255974761951,,0.1548990299180941,0.3317434755478398,0.5848536270189344,0.4764525157891715,0.6373398659679007,0.2268492143196269,0.3210336085059802,,0.627633194894885,0.4279941322909643,,0.5023765750969356,,,0.446764752882022,,0.4095742181745394,0.440106564021945,,0.647566931048554,0.7462777216655923,0.3401259376885269,0.7103193387883322,0.5819031930666781,0.4113813495099309,,0.4060956374663825,0.3479470688097495,0.2987035498744906,,0.4562130616201617,0.2926511637293566,0.8033817942208942,,,,1.0,0.4865361893299235,,,0.3447208143498375,0.3420695325139503,,0.6138575598180332,0.3694072141198247,0.5983651399480194,0.2020206935671725,0.903235555028048,,0.5453995459680248,0.6144364466511633,0.3508726366188185,,0.7079081751936703,,0.6140347268113565,,0.2476123056156524,0.3508967642202008,0.6047599157387992,0.1568035201075326,0.6817746639902125,,0.7824147061846156,0.706810297400434,0.635944697581299,0.8443935430828681,0.394040801844737,0.2181860436117297,0.6543181579829059,0.2882261259567421,0.4249946992181536,,0.8632194418700839,0.3750514657098732
m2408,0.6636708609878197,0.3498554965930236,0.3232798712497169,0.8048136872367269,0.3421436523093432,,,0.6423544781681209,0.4541265821668055,0.572936737783539,0.239486724381117,0.3778923673454061,0.4528396921723123,0.7281687111370148,0.8524113093398891,0.4400959594526339,0.7238748612843424,0.9249126471596812,0.6536236562024109,0.3396596165472989,0.5137300266226066,0.4096302203140134,0.6699900701842048,0.3011566291331783,,0.7735794101006833,0.2821460449089558,0.207407822707292,0.2254104699991883,0.6136726291098683,0.1983124648362751,0.2405000235939386,,0.4756280614384781,0.1935303221640452,,0.479844175852482,0.8064686473032194,,0.5126682813173802,,0.4640173934073113,0.4960036527615266,,0.6575688075814123,0.6179723841426958,0.5632806231603442,0.820197021696057,0.7834990349316214,0.2471425133678752,,0.7508475385358075,0.4091013820091562,0.3129887580609468,,0.5748959769183765,0.5860118591462918,0.7057596105907108,,,,,0.3634741492984989,,0.5584147735922826,0.2670460096442928,0.2503488820830291,,0.6993026851455141,0.1774401173341701,0.6638115604471837,0.3309568825077972,0.6921030967275077,,0.8941632779498871,0.8780766712157948,0.2668868479111752,0.0716839338571327,0.8499510579971129,0.6140347268113565,,0.7797862499835463,0.2094576591802656,0.6401492683318311,0.5362405274987865,0.0735947436796379,0.8070042477091897,,0.7345302262272473,0.9536116215285452,0.7695336631941716,0.8943209305397999,0.5619602878496414,0.1724055292034393,0.778217367903932,0.6399906310275227,0.4099783921292445,0.7503767518923172,0.7600680318956783,0.2495240884081271
m3818,,,,,,,,,,0.0475594458388823,,,,,,0.2604959162643012,,,,,,,,0.0698216215299544,,,,0.8992637027488698,,,,,,,,,,,,,,0.240975128551408,0.2416725667887652,,0.6046490407113749,,,,,,,,,0.114389026670033,,,,,,,,,,,,,,,,,,,,,,,0.7553810182984448,,,,0.7797862499835463,,,,,,,,,,,,,0.6192784987508937,,,,,,
m2019,0.3608126854385426,0.7294922020271447,0.6326863612196401,0.165722602069802,0.3207968954154918,,,0.2797470976124447,0.6694827309047912,0.4387285952243082,0.7384997856353854,0.5317352262233913,0.5405410967596599,0.2347463111095757,0.1352792788457495,0.4726363332934103,0.1991335898664935,,0.3087590549110244,0.6123578664867028,0.6371619723804738,0.5181644074583318,0.3674550686239494,0.5941453949448121,,0.3927271620313084,0.715884171704301,0.8109115451004147,0.6478891548177232,0.3689325371404014,0.7241016112370973,0.6543210896570648,0.9122728503287518,0.3742730759680776,0.5387641954430884,,0.4425977100478439,0.3149059631072138,,0.4179394872718478,,0.4375297729802933,0.3313517817143483,,0.2455896162681761,0.4728226348457015,0.3070146151253277,0.2239008809336258,0.1960239398709857,0.7781924786477028,,0.288530934098115,0.6521796556966749,0.6493096522185664,0.0664189854775821,0.3717434842361671,0.3954554032950237,0.3352086493592549,0.582909428377559,,0.2903534260750317,0.3722745344444684,0.6768333031800692,,0.9066808459556824,0.6913146754552959,0.722207003639636,,0.1750434554765924,0.750799318895818,0.4191184277755411,0.598145490069689,0.1703978175492382,0.2865348446413485,0.0931778876806697,0.1333919433504662,0.7471425433942259,0.3076468975463481,0.2371474225379726,0.2476123056156524,0.2094576591802656,,,0.3530431996846828,0.2583395963160578,0.7589271833435669,0.082932975798044,,0.289535330556115,0.1486660471927836,0.1309248797222812,0.1887943198982659,0.3819604520771978,0.8131719219891544,0.3797552143096415,0.1808581923212824,0.6993221452531662,0.2460160352628615,0.2651177477670176,0.7228924963768938
m202,,0.1224666885200517,0.5493350943392261,0.4606497589018893,0.7794043428145869,,,,0.3148011127951018,0.6979578441306495,0.3336685718847685,0.454818817198888,,0.717761473779129,0.7760704019720588,0.6219862049979447,0.8052364784980295,,0.3813653234478708,0.247571404079495,,0.5636920589981269,0.659726113904086,0.4307083927324026,,,0.3277581658409335,,0.5013296175775377,0.5578074825896358,0.4487949013206059,0.3820129526419771,,0.1928315437797923,0.4946774535918983,,0.4185494285709326,,,0.6411689053924303,,0.539694675565109,0.6799648101591632,,0.7909373805126845,,0.2778993242372585,0.6228423247556181,0.9472293913126782,0.1701942247617119,,0.7152465695379944,0.741356487988178,0.4305963481509155,,0.8192962635140373,0.4101679072069119,0.5821084330361005,,,,,0.2564272672957723,0.2500430757651544,,0.2901802718303327,0.3333330435733563,,0.8959930371374746,,0.8493439981641099,,,,,0.712311992729789,,0.0200580580525764,,0.3508967642202008,0.6401492683318311,,0.3530431996846828,,0.7287720498644548,0.1620643255816836,0.8639190136458206,,0.3971452396769793,,,0.3324874753614467,0.3781730362473117,0.3985076736878369,0.602567467454849,0.8851479898014768,0.4060292442721837,,0.713404017424346,0.3809366372262617
m2605,0.2368933999849937,0.3239288320603365,0.5395102865044427,0.6248779077583053,0.6659397056898708,,,0.6112335750901553,0.5158788067229587,0.6374955530901381,0.4140972307194555,0.4336766360950393,0.20329957529953,0.6711966953628328,0.7168026272100334,0.5720565536307267,0.7579120853434932,0.5924297387354822,0.6054119575320641,0.4265387922170395,0.6859300165532233,0.4031167044251273,0.5409626147614033,0.4357630570533262,,0.6006648277384038,0.3342188454068285,0.1950498680152095,0.3806429501526136,0.4469893656136938,0.5190165054680543,0.3971721092933433,0.4218762603687481,0.5798095641709398,0.3534847131533845,,0.4734830076929734,0.43958307731686,,0.4730071050008489,,0.5789292045661582,0.6902053294167635,,0.5627972400763491,0.3874405644237242,0.5636439404020332,0.5234039370412319,0.7569375968108047,0.2381820873310375,,0.7160704024273786,0.5111138040382589,0.4084605795283607,0.7059943664093908,0.6377704843746136,0.7690476038600832,0.435873304130693,,,0.1579411622350731,0.7875634951231272,0.3318477066614634,,0.7485273427188639,0.3689149315164437,0.3434908710989836,,0.6959691668469791,0.5805863595949217,0.5719782813933986,0.2975456011388731,0.6635946005320282,,0.6169647667800581,0.5140016032356868,0.2050535636012654,0.4854630463852314,0.6870031853514119,0.6047599157387992,0.5362405274987865,,0.2583395963160578,0.7287720498644548,,0.4289972793084116,0.4578749144243141,,0.420498052878474,0.6469639396900513,0.6616261282265075,0.6720273097800522,0.5276336377827902,0.2931695690274231,0.5407126992593919,0.6677081583013984,0.3506831815263539,0.6328130123649875,0.5684542194874511,0.3785723362503116
m2848,0.3462800760838237,0.6131167671100188,0.3381707568496348,,0.0625766665353168,,,0.4881362165011286,0.6880046001975529,0.0922839525091809,0.7491506666311336,0.5409141810076185,,0.1651020793069802,0.1752843829739409,0.5026151754762685,0.0886013248979659,,0.3716468148575085,0.5529943537843724,,0.6136645771523697,0.1249553378543421,0.497010358716534,,,0.814819570587878,0.8261569586254007,0.5300299763358626,0.49241121996854,0.8635097414928216,0.6966742518608414,,0.526054674984334,0.4017816623263182,,0.5814899110345718,,,0.4595497484516138,,0.271908015299136,0.1303622289861262,,0.1670461211179763,,0.4931819412754046,0.2065814680446787,0.145019023094968,0.8766148885207248,,,0.3901630490629318,0.7374935209211736,,0.1552163508646896,0.7557595754627906,0.3444031569905204,,,,,0.6124566899246022,,,0.7191051571068258,0.7020380216181249,,0.2476661201112365,,0.317456414290778,,,,0.0292428872125156,0.0502101841695461,0.4958231191745248,0.1376048537022606,,0.1568035201075326,0.0735947436796379,,0.7589271833435669,0.1620643255816836,0.4289972793084116,,,,0.7517220943421732,,,0.3463273439838989,0.2059008052747839,0.6774920338931374,0.1449176277526112,0.2277416949807319,0.689634290612656,,,0.7234108595279287
m1731,,,0.3933048184442866,0.8289202160778699,0.524360742323006,,,0.4314498296733757,0.2476885209016536,0.5340193274980133,0.047167983063135,0.3630131623720505,,0.7773956130245108,0.8369639142806227,0.2447748139608326,0.5319799589397294,0.4415053975607207,0.449858400034035,0.1654906165705392,,0.3026105517865056,0.7246459698818124,0.2418701237339619,,0.8453383986863576,0.3017541907975455,,0.2116252236765699,0.4266607751472488,0.1747939463642894,0.2034792570840464,,0.3722012830678778,0.0280363520045584,,0.2862733016594919,,,0.6916638164603764,,0.361072665741605,0.4328638292338065,,0.8190195116500036,0.4520953252594717,0.4576367351796392,0.947210476924556,0.8317899530999546,0.3683214533085732,,0.8003209893943684,0.3803695527081032,0.1764183165668247,,0.5404448179759949,,0.3938913818966937,,,,,0.3467432939791216,,,0.4340627570766074,0.1704694652979514,,0.7316450724626633,,0.6928751126312942,,0.825798278337637,,0.980880745078494,0.8528124139692235,,,0.8364485204556026,0.6817746639902125,0.8070042477091897,,0.082932975798044,0.8639190136458206,0.4578749144243141,,,,0.6982019602901873,,0.8617233412041145,0.7324226610103438,0.625137418131627,0.1366311040312934,0.726173561945036,0.88230226059614,0.4042008256723629,0.8087137398516984,0.7459884678058011,0.2063516889816375
m1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1460,0.81951258233789,,0.4592886694938395,0.9305124942368016,0.1611978236750847,,,0.821228207515839,0.4719198071452031,0.5959665001859571,0.5433827947567913,0.3481090166825188,,0.7137496734072577,0.6102004277048921,0.2662480842417227,0.6315376037569661,0.7653776600559319,0.6959577247570161,0.2922091254013106,,0.4855948084795203,0.7318119536953346,0.2961650965927835,,0.6702159692848144,0.2464851975388518,0.6493740926454702,0.3417572481241198,0.5552122734650976,0.2721476630080657,0.3172298655419574,,0.4147181680414311,0.385231889355925,,0.5512546734062076,,,0.433878646908494,,0.4947052375722995,0.4510009617808138,,0.6927483511397557,0.7818798940171725,0.5240649455505391,0.4958549440603996,0.578059433794736,0.201644943080578,,0.4669843031624542,0.3137034039783953,0.2778527976614675,,0.4473267321270703,0.7974666031877742,0.5736929496513089,,,,,0.3921576985450331,,,0.3034500071059277,0.2442253751404244,,0.6052946512347541,,0.2253123991741771,,0.4620027065782341,,0.4899970632372419,0.5945241433577917,0.2274971725298716,,0.419594883913409,0.7824147061846156,0.7345302262272473,,0.289535330556115,0.3971452396769793,0.420498052878474,0.7517220943421732,0.6982019602901873,,,,0.5848330651187563,0.5378153185244695,0.621748291664691,0.3109032196296845,0.4643653224122194,0.576537345573276,0.4574884938481077,0.5990317206171978,0.6906079950813245,0.3631246564632118
m2740,,,,,,,,0.6283566978332844,,,0.4471806821808362,0.1561153262405012,,,0.9505965878606076,0.3878415970657337,0.4100276347482061,,,0.1515593757985159,,0.5842598040397984,,0.2224420687750107,,,0.2990888337935356,0.1682739865113424,,0.551114286095795,,0.6479996757147586,,,0.2965166780408058,,0.0564846406068635,,,,,0.2871067816985905,0.38192891535256,,,0.3888099471532966,,0.9144475527399888,,,,,,0.1787404189190868,,,,,,,,,0.3769624327679202,,,0.1285131544345218,0.3062615469304586,,0.9484431944600912,,,,,,,0.9551170378466968,,,,0.706810297400434,0.9536116215285452,,0.1486660471927836,,0.6469639396900513,,,,,,,,0.8941504139584308,,,,,,,0.2878143270522839
m1839,0.9770075929244202,,0.3604627141307419,0.7220341187018038,0.3228498482777476,,,0.5459622376620422,0.1614187035709303,0.4488268931856209,0.0093125627464254,0.3149797867802547,,0.4814293158643831,0.8540008083556194,0.375170356739276,0.8946605456816767,,0.5861943053118353,0.3493175432484874,,0.3492758272537526,0.659192924627956,0.2001307729801887,,,0.1854024755765568,0.4165590934287179,0.269368479046394,,0.0924245730609127,0.2326240504804768,,0.6352449797291959,0.303980313625069,,0.3658174530377048,,,0.2956264280926522,,0.4327934706773735,0.628413602591909,,0.7397845312473799,,0.6212490909096768,0.7053100556364775,0.9412034301699485,0.1123550360905872,,0.6168435868529323,0.1592916524454088,0.2093990793663791,,0.6912160598632804,,0.5519262414463934,,,,,0.4759088068038498,,,0.3784334955013891,0.2074014734412997,,0.7522736694016678,,0.5182995152375838,,0.767618889542284,,0.8748918161716546,0.7247192526505428,,,,0.635944697581299,0.7695336631941716,,0.1309248797222812,,0.6616261282265075,,0.8617233412041145,,0.5848330651187563,,,0.8444042325175103,0.4040014955220721,0.0998760404002618,0.6068395568670321,0.822382247393642,0.2219742781628269,,0.7816759390681676,0.1847515232189384
